"Strategy","Date Opened","Time Opened","Opening Price","Legs","Initial Premium","No. of Contracts","P/L","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close"
"Monday 2/4 Double Calendar [MGMT]","2025-12-08","15:05:23.5750672",6834.47,"1 Dec 10 6765 P STO 9.28 | 1 Dec 10 6895 C STO 7.19 | 1 Dec 12 6765 P BTO 21.66 | 1 Dec 12 6895 C BTO 20.26",-25.45,1,-29.66999999999993,6854.75,"2025-12-10","14:45:09.1559875",25.25,"Exited at Specified Time"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-08","14:30:13.4248681",6834.02,"1 Dec 8 6890 C BTO 0.10",-0.1,1,-11.175,6846.51,"2025-12-08","16:15:02.3013599",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-08","14:30:13.4248681",6834.02,"1 Dec 8 6845 C STO 1.50",1.5,1,-191.785,6847.67,"2025-12-08","16:00:02.2056741",-3.4,"Stop Loss"
"Bearish 1H Credit ORB [20W / EMA / VIX UP]","2025-12-08","14:00:18.5427037",6832.28,"1 Dec 8 6845 C STO 1.90 | 1 Dec 8 6865 C BTO 0.30",1.6,1,6.6500000000000075,6846.51,"2025-12-08","16:15:01.9746034",-1.51,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-08","13:00:10.0531484",6852.79,"1 Dec 8 6790 P BTO 0.22",-0.22,1,21.215,6838.28,"2025-12-08","13:31:01.9927292",0.45,"OTO"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-08","13:00:10.0531484",6852.79,"1 Dec 8 6835 P STO 2.32",2.32,1,-439.7850000000001,6838.28,"2025-12-08","13:31:02.3219509",-6.7,"Stop Loss"
"Bearish Credit 15M ORB","2025-12-08","11:37:09.8125179",6848.19,"1 Dec 8 6915 C BTO 0.22",-0.22,1,-23.175,6846.51,"2025-12-08","16:15:02.4635101",0,"Expired"
"Bearish Credit 15M ORB","2025-12-08","11:37:09.8125179",6848.19,"1 Dec 8 6875 C STO 2.02",2.02,1,200.825,6846.51,"2025-12-08","16:15:02.4023439",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-05","14:45:08.9829713",6869.71,"1 Dec 5 6875 C STO 2.47",2.47,1,245.82500000000002,6870.4,"2025-12-05","16:15:01.9656683",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-05","14:45:08.9829713",6869.71,"1 Dec 5 6920 C BTO 0.07",-0.07,1,-8.175,6870.4,"2025-12-05","16:15:02.0139248",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-05","14:30:09.8014202",6871.38,"1 Dec 5 6880 C STO 1.92",1.92,1,190.825,6870.4,"2025-12-05","16:15:01.9862229",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-05","14:30:09.8014202",6871.38,"1 Dec 5 6925 C BTO 0.07",-0.07,1,-8.175,6870.4,"2025-12-05","16:15:01.9732357",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-05","13:00:09.2624406",6874.48,"1 Dec 5 6810 P BTO 0.32",-0.32,1,-33.175,6870.4,"2025-12-05","16:15:01.9929725",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-05","13:00:09.2624406",6874.48,"1 Dec 5 6855 P STO 2.27",2.27,1,225.825,6870.4,"2025-12-05","16:15:01.9415847",0,"Expired"
"Bearish Credit 15M ORB","2025-12-05","11:32:08.5848704",6864.26,"1 Dec 5 6935 C BTO 0.10",-0.1,1,-11.175,6870.4,"2025-12-05","16:15:02.0446708",0,"Expired"
"Bearish Credit 15M ORB","2025-12-05","11:32:08.5848704",6864.26,"1 Dec 5 6895 C STO 1.65",1.65,1,163.825,6870.4,"2025-12-05","16:15:01.9896478",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-04","14:45:09.0322304",6847.42,"1 Dec 4 6900 C BTO 0.03",-0.03,1,-4.175,6857.12,"2025-12-04","16:15:02.5242675",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-04","14:45:09.0322304",6847.42,"1 Dec 4 6855 C STO 2.33",2.33,1,19.824999999999996,6857.12,"2025-12-04","16:15:02.5936538",-2.12,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-04","14:30:24.7032395",6834.6,"1 Dec 4 6895 C BTO 0.07",-0.07,1,-3.7850000000000006,6844.02,"2025-12-04","14:35:03.320295",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-04","14:30:24.7032395",6834.6,"1 Dec 4 6850 C STO 1.67",1.67,1,-174.785,6844.02,"2025-12-04","14:35:03.7195928",-3.4,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-04","13:00:14.6585456",6855.71,"1 Dec 4 6840 P STO 2.52",2.52,1,-429.78499999999997,6838.27,"2025-12-04","14:20:02.5083951",-6.8,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-04","13:00:14.6585456",6855.71,"1 Dec 4 6795 P BTO 0.27",-0.27,1,6.214999999999996,6838.27,"2025-12-04","14:20:02.2238431",0.35,"OTO"
"Bearish Credit 15M ORB","2025-12-04","11:31:08.8996323",6843.92,"1 Dec 4 6870 C STO 2.27",2.27,1,225.825,6857.12,"2025-12-04","16:15:02.5459907",0,"Expired"
"Bearish Credit 15M ORB","2025-12-04","11:31:08.8996323",6843.92,"1 Dec 4 6910 C BTO 0.12",-0.12,1,-13.175,6857.12,"2025-12-04","16:15:02.7356346",0,"Expired"
"Monday Wednesday 2/7 Double Calendar [30% PT]","2025-12-03","15:30:19.1371119",6858.69,"1 Dec 5 6800 P STO 7.45 | 1 Dec 5 6915 C STO 3.65 | 1 Dec 10 6800 P BTO 24.03 | 1 Dec 10 6915 C BTO 19.02",-31.95,1,-134.76,6876.46,"2025-12-05","09:33:00.1772613",30.7,"Below Short/Long Ratio"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-03","14:30:09.0173818",6856.28,"1 Dec 3 6850 P STO 2.15",2.15,1,82.60499999999999,6849.29,"2025-12-03","15:55:10.7976189",-1.3,"Above Delta"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-03","14:30:09.0173818",6856.28,"1 Dec 3 6805 P BTO 0.25",-0.25,1,-26.175,6849.72,"2025-12-03","16:15:02.368046",0,"Expired"
"Bullish 1H Credit ORB [25W / EMA]","2025-12-03","14:04:08.9964288",6856.46,"1 Dec 3 6845 P STO 1.62 | 1 Dec 3 6820 P BTO 0.42",1.2,1,117.65,6849.72,"2025-12-03","16:15:02.1451123",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-03","13:02:34.639857",6853.37,"1 Dec 3 6840 P STO 2.65",2.65,1,263.825,6849.72,"2025-12-03","16:15:02.389434",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-03","13:02:34.639857",6853.37,"1 Dec 3 6795 P BTO 0.50",-0.5,1,-51.175,6849.72,"2025-12-03","16:15:02.3803232",0,"Expired"
"Mid Day IronFly [PUTs + CALLs]","2025-12-03","11:15:08.7193856",6833.83,"1 Dec 3 6860 C STO 1.96 | 1 Dec 3 6860 P STO 28.42 | 1 Dec 3 6890 C BTO 0.12 | 1 Dec 3 6830 P BTO 10.16",20.1,1,977.2100000000003,6849.72,"2025-12-03","16:15:02.1438519",-10.28,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-02","14:30:14.0434167",6827.41,"1 Dec 2 6815 P STO 2.27",2.27,1,225.825,6829.37,"2025-12-02","16:15:02.8405305",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-02","14:30:14.0434167",6827.41,"1 Dec 2 6770 P BTO 0.22",-0.22,1,-23.175,6829.37,"2025-12-02","16:15:02.9054556",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-02","13:00:08.8180692",6815.2,"1 Dec 2 6840 C STO 2.07",2.07,1,-224.785,6838.19,"2025-12-02","14:52:03.3589454",-4.3,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-02","13:00:08.8180692",6815.2,"1 Dec 2 6885 C BTO 0.07",-0.07,1,-3.7850000000000006,6835.4,"2025-12-02","15:09:02.6717451",0.05,"OTO"
"Bearish Credit 15M ORB","2025-12-02","11:30:08.8137824",6813.54,"1 Dec 2 6850 C STO 2.27",2.27,1,225.825,6829.37,"2025-12-02","16:15:02.7592646",0,"Expired"
"Bearish Credit 15M ORB","2025-12-02","11:30:08.8137824",6813.54,"1 Dec 2 6890 C BTO 0.12",-0.12,1,-13.175,6829.37,"2025-12-02","16:15:02.5590962",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2025-12-02","09:35:29.3608401",6833.01,"1 Dec 3 6790 P STO 8.55 | 1 Dec 3 6885 C STO 3.70 | 1 Dec 5 6790 P BTO 19.70 | 1 Dec 5 6885 C BTO 13.80",-21.25,1,-279.5799999999999,6856.24,"2025-12-03","14:10:16.3096607",18.55,"Exited at Specified Time"
"Monday Wednesday 2/7 Double Calendar [30% PT]","2025-12-01","15:30:29.0648467",6820.93,"1 Dec 3 6760 P STO 8.70 | 1 Dec 3 6880 C STO 4.60 | 1 Dec 8 6760 P BTO 23.68 | 1 Dec 8 6880 C BTO 18.12",-28.5,1,90.33,6822.26,"2025-12-03","09:57:10.2728091",29.5,"Below Short/Long Ratio"
"Monday 2/4 Double Calendar [MGMT]","2025-12-01","15:05:34.2715307",6817.28,"1 Dec 3 6755 P STO 8.50 | 1 Dec 3 6870 C STO 6.50 | 1 Dec 5 6755 P BTO 18.13 | 1 Dec 5 6870 C BTO 16.42",-19.55,1,125.41999999999977,6858.83,"2025-12-03","14:45:49.5163943",20.9,"Exited at Specified Time"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-01","14:45:08.7420128",6816.56,"1 Dec 1 6830 C STO 1.83",1.83,1,181.825,6812.63,"2025-12-01","16:15:02.5070435",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-01","14:45:08.7420128",6816.56,"1 Dec 1 6875 C BTO 0.03",-0.03,1,-4.175,6812.63,"2025-12-01","16:15:02.3770576",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-01","14:30:10.167027",6819.55,"1 Dec 1 6835 C STO 1.68",1.68,1,166.825,6812.63,"2025-12-01","16:15:02.4018869",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-12-01","14:30:10.167027",6819.55,"1 Dec 1 6880 C BTO 0.03",-0.03,1,-4.175,6812.63,"2025-12-01","16:15:02.4576935",0,"Expired"
"Bullish 1H Credit ORB [25W / EMA]","2025-12-01","14:00:13.9962805",6842.53,"1 Dec 1 6830 P STO 1.67 | 1 Dec 1 6805 P BTO 0.32",1.35,1,-834.7900000000001,6821.3,"2025-12-01","14:26:08.4222791",-9.65,"Above Delta"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-01","13:01:08.3337297",6837.01,"1 Dec 1 6820 P STO 2.22",2.22,1,-379.785,6822.75,"2025-12-01","14:24:02.4910031",-6,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-12-01","13:01:08.3337297",6837.01,"1 Dec 1 6775 P BTO 0.27",-0.27,1,16.215,6822.75,"2025-12-01","14:24:02.1588318",0.45,"OTO"
"Bullish Debit 15M ORB [55Delta / 35W / PT actions / .05% Gap Up / 5D SMA / no Mondays]","2025-11-28","11:30:08.3314577",6835.99,"1 Nov 28 6835 C BTO 7.92 | 1 Nov 28 6870 C STO 0.17",-7.75,1,631.65,6849.09,"2025-11-28","13:15:01.3116204",14.09,"Expired"
"Mid Day IronFly [PUTs + CALLs]","2025-11-28","11:15:08.8340342",6842.78,"1 Nov 28 6870 C STO 0.51 | 1 Nov 28 6870 P STO 28.61 | 1 Nov 28 6900 C BTO 0.07 | 1 Nov 28 6840 P BTO 6.90",22.15,1,119.29999999999984,6849.09,"2025-11-28","13:15:01.3116199",-20.91,"Expired"
"Monday Wednesday 2/7 Double Calendar [30% PT]","2025-11-26","15:30:28.7925465",6826.92,"1 Nov 28 6790 P STO 5.30 | 1 Nov 28 6865 C STO 3.02 | 1 Dec 3 6790 P BTO 22.69 | 1 Dec 3 6865 C BTO 19.53",-33.9,1,475.2400000000001,6828.41,"2025-11-28","10:08:00.2082005",38.75,"Below Short/Long Ratio"
"Bullish 1H Credit ORB [25W / EMA]","2025-11-26","14:01:18.3846404",6821.1,"1 Nov 26 6800 P STO 1.55 | 1 Nov 26 6775 P BTO 0.55",1,1,97.65,6812.61,"2025-11-26","16:15:02.1718218",0,"Expired"
"Bullish Debit 15M ORB [55Delta / 35W / PT actions / .05% Gap Up / 5D SMA / no Mondays]","2025-11-26","11:30:09.2319537",6821.35,"1 Nov 26 6820 C BTO 8.97 | 1 Nov 26 6855 C STO 0.52",-8.45,1,0.3000000000000709,6822.12,"2025-11-26","12:15:13.5507827",8.5,"Stop Loss"
"Mid Day IronFly [PUTs + CALLs]","2025-11-26","11:15:08.2842743",6816.31,"1 Nov 26 6840 C STO 1.57 | 1 Nov 26 6840 P STO 24.70 | 1 Nov 26 6870 C BTO 0.22 | 1 Nov 26 6810 P BTO 6.85",19.2,1,-823.7900000000001,6812.61,"2025-11-26","16:15:02.1714037",-27.39,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-25","14:45:08.9886085",6745.49,"1 Nov 25 6800 C BTO 0.03",-0.03,1,0.2150000000000003,6757.27,"2025-11-25","15:01:03.1678021",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-25","14:45:08.9886085",6745.49,"1 Nov 25 6755 C STO 1.33",1.33,1,-143.785,6751.26,"2025-11-25","14:53:03.1324999",-2.75,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-25","14:30:09.060213",6747.38,"1 Nov 25 6755 C STO 2.15",2.15,1,-226.78500000000005,6754.98,"2025-11-25","14:58:03.1288217",-4.4,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-25","14:30:09.060213",6747.38,"1 Nov 25 6800 C BTO 0.05",-0.05,1,-1.7850000000000001,6759.78,"2025-11-25","15:05:02.5190149",0.05,"OTO"
"Bullish 1H Credit ORB [25W / EMA]","2025-11-25","14:00:18.6223562",6753.16,"1 Nov 25 6735 P STO 1.37 | 1 Nov 25 6710 P BTO 0.52",0.85,1,82.65,6765.88,"2025-11-25","16:15:02.206033",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-25","13:00:09.9071609",6747.42,"1 Nov 25 6680 P BTO 0.77",-0.77,1,-78.175,6765.88,"2025-11-25","16:15:02.4120955",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-25","13:00:09.9071609",6747.42,"1 Nov 25 6725 P STO 2.72",2.72,1,270.825,6765.88,"2025-11-25","16:15:02.4404021",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2025-11-25","09:35:13.7563302",6709.61,"1 Nov 26 6655 P STO 12.38 | 1 Nov 26 6775 C STO 4.60 | 1 Nov 28 6655 P BTO 19.30 | 1 Nov 28 6775 C BTO 10.78",-13.1,1,-389.6699999999999,6808.98,"2025-11-26","09:50:08.821638",9.3,"Below Delta"
"Monday Wednesday 2/7 Double Calendar [30% PT]","2025-11-24","15:30:24.2106332",6703.91,"1 Nov 26 6625 P STO 11.50 | 1 Nov 26 6780 C STO 4.80 | 1 Dec 1 6625 P BTO 25.70 | 1 Dec 1 6780 C BTO 16.45",-25.85,1,-509.67,6795.8,"2025-11-26","09:33:00.3671834",20.85,"Below Delta"
"Monday 2/4 Double Calendar [MGMT]","2025-11-24","15:05:24.6513733",6706.43,"1 Nov 26 6625 P STO 11.09 | 1 Nov 26 6770 C STO 7.40 | 1 Nov 28 6625 P BTO 17.47 | 1 Nov 28 6770 C BTO 13.82",-12.8,1,-349.6700000000001,6795.8,"2025-11-26","09:32:59.0717092",9.4,"Below Delta"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-24","14:45:09.197772",6700.14,"1 Nov 24 6755 C BTO 0.07",-0.07,1,-3.7850000000000006,6706.43,"2025-11-24","15:05:02.9935667",0.05,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-24","14:45:09.197772",6700.14,"1 Nov 24 6710 C STO 1.92",1.92,1,-209.785,6706.43,"2025-11-24","15:05:03.4343116",-4,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-24","14:30:09.3186597",6703.83,"1 Nov 24 6760 C BTO 0.07",-0.07,1,-8.175,6705.12,"2025-11-24","16:15:02.3294753",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-24","14:30:09.3186597",6703.83,"1 Nov 24 6715 C STO 1.92",1.92,1,190.825,6705.12,"2025-11-24","16:15:02.2771579",0,"Expired"
"Bullish 1H Credit ORB [25W / EMA]","2025-11-24","14:00:20.8695179",6707.24,"1 Nov 24 6685 P STO 1.55 | 1 Nov 24 6660 P BTO 0.80",0.75,1,72.65,6705.12,"2025-11-24","16:15:02.046723",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-24","13:00:19.7951041",6705.61,"1 Nov 24 6635 P BTO 0.85",-0.85,1,-86.175,6705.12,"2025-11-24","16:15:02.3207841",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-24","13:00:19.7951041",6705.61,"1 Nov 24 6680 P STO 2.50",2.5,1,248.825,6705.12,"2025-11-24","16:15:02.3185307",0,"Expired"
"Mid Day IronFly [PUTs + CALLs]","2025-11-24","11:15:09.1264922",6696.59,"1 Nov 24 6720 C STO 3.24 | 1 Nov 24 6720 P STO 27.02 | 1 Nov 24 6750 C BTO 0.45 | 1 Nov 24 6690 P BTO 10.21",19.6,1,467.21000000000004,6705.12,"2025-11-24","16:15:02.0473058",-14.88,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-21","14:30:39.9541028",6657.23,"1 Nov 21 6620 P STO 2.12",2.12,1,-359.785,6640.13,"2025-11-21","14:45:03.3072023",-5.7,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-21","14:30:39.9541028",6657.23,"1 Nov 21 6575 P BTO 0.62",-0.62,1,61.215,6640.13,"2025-11-21","14:45:02.9289961",1.25,"OTO"
"Bullish 1H Credit ORB [25W / EMA]","2025-11-21","14:00:23.6887558",6637.06,"1 Nov 21 6555 P STO 1.45 | 1 Nov 21 6530 P BTO 0.95",0.5,1,47.56,6602.99,"2025-11-21","16:15:02.2080567",0,"Expired"
"Bullish Debit 15M ORB [55Delta / 35W / PT actions / .05% Gap Up / 5D SMA / no Mondays]","2025-11-21","11:59:08.7659139",6618.12,"1 Nov 21 6610 C BTO 26.85 | 1 Nov 21 6645 C STO 10.75",-16.1,1,-64.88000000000014,6624.46,"2025-11-21","15:24:51.5026203",15.5,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-20","14:30:09.5004608",6583.8,"1 Nov 20 6530 P STO 2.87",2.87,1,285.825,6538.76,"2025-11-20","16:15:02.433848",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-20","14:30:09.5004608",6583.8,"1 Nov 20 6485 P BTO 0.67",-0.67,1,-68.175,6538.76,"2025-11-20","16:15:02.5314941",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-20","13:00:14.2766461",6586.96,"1 Nov 20 6745 C BTO 0.65",-0.65,1,-66.175,6538.76,"2025-11-20","16:15:02.3945482",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-20","13:00:14.2766461",6586.96,"1 Nov 20 6700 C STO 1.75",1.75,1,173.825,6538.76,"2025-11-20","16:15:02.4023008",0,"Expired"
"Bearish Credit 15M ORB","2025-11-20","11:30:19.3979346",6693.74,"1 Nov 20 6765 C STO 1.82",1.82,1,180.825,6538.76,"2025-11-20","16:15:02.425131",0,"Expired"
"Bearish Credit 15M ORB","2025-11-20","11:30:19.3979346",6693.74,"1 Nov 20 6805 C BTO 0.27",-0.27,1,-28.175,6538.76,"2025-11-20","16:15:02.6472143",0,"Expired"
"Monday Wednesday 2/7 Double Calendar [30% PT]","2025-11-19","15:30:43.664427",6650.78,"1 Nov 21 6520 P STO 18.12 | 1 Nov 21 6780 C STO 8.64 | 1 Nov 26 6520 P BTO 37.57 | 1 Nov 26 6780 C BTO 22.29",-33.1,1,985.2399999999996,6560.93,"2025-11-20","13:53:02.3926579",43.05,"Profit Target"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-19","14:45:09.2347048",6613.27,"1 Nov 19 6685 C BTO 0.15",-0.15,1,-6.784999999999999,6629.92,"2025-11-19","14:55:01.7823476",0.1,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-19","14:45:09.2347048",6613.27,"1 Nov 19 6640 C STO 1.85",1.85,1,-216.785,6629.92,"2025-11-19","14:55:02.3679546",-4,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-19","14:30:09.1346099",6613.94,"1 Nov 19 6640 C STO 2.22",2.22,1,-259.78499999999997,6629.92,"2025-11-19","14:55:02.0711817",-4.8,"Stop Loss"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-19","14:30:09.1346099",6613.94,"1 Nov 19 6685 C BTO 0.07",-0.07,1,6.214999999999999,6629.92,"2025-11-19","14:55:01.7827105",0.15,"OTO"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-19","13:01:08.3887691",6631.84,"1 Nov 19 6585 P STO 2.32",2.32,1,230.82499999999996,6642.16,"2025-11-19","16:15:02.5965045",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-19","13:01:08.3887691",6631.84,"1 Nov 19 6540 P BTO 0.37",-0.37,1,-38.175,6642.16,"2025-11-19","16:15:03.2089095",0,"Expired"
"Bullish 1H Credit ORB [25W / EMA]","2025-11-18","14:40:08.1006956",6662.13,"1 Nov 18 6625 P STO 1.72 | 1 Nov 18 6600 P BTO 0.47",1.25,1,-408.57,6620.47,"2025-11-18","15:59:09.348386",-5.3,"Above Delta"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-18","14:30:13.8420558",6645.42,"1 Nov 18 6720 C BTO 0.12",-0.12,1,1.2149999999999999,6662.13,"2025-11-18","14:40:01.8389403",0.15,"OTO"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-18","14:30:13.8420558",6645.42,"1 Nov 18 6675 C STO 2.22",2.22,1,-249.785,6662.13,"2025-11-18","14:40:02.2469568",-4.7,"Stop Loss"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-18","13:00:38.4168322",6653.36,"1 Nov 18 6550 P BTO 0.42",-0.42,1,-43.175,6617.32,"2025-11-18","16:15:02.5720145",0,"Expired"
"METF PUT Spreads (13:00,14:30) [2.5P / 170% / 50D SL]","2025-11-18","13:00:38.4168322",6653.36,"1 Nov 18 6595 P STO 2.07",2.07,1,205.82499999999996,6617.32,"2025-11-18","16:15:02.6870733",0,"Expired"
"Bearish Credit 15M ORB","2025-11-18","11:54:08.5140821",6624.59,"1 Nov 18 6690 C STO 1.90",1.9,1,188.825,6617.32,"2025-11-18","16:15:02.7164707",0,"Expired"
"Bearish Credit 15M ORB","2025-11-18","11:54:08.5140821",6624.59,"1 Nov 18 6730 C BTO 0.35",-0.35,1,-36.175,6617.32,"2025-11-18","16:15:02.5975907",0,"Expired"
"Tuesday 1/3 Double Calendar [Delta based rail]","2025-11-18","09:35:19.3999551",6645.47,"1 Nov 19 6570 P STO 17.00 | 1 Nov 19 6740 C STO 6.40 | 1 Nov 21 6570 P BTO 40.40 | 1 Nov 21 6740 C BTO 25.70",-42.7,1,226.06999999999942,6634.15,"2025-11-19","14:10:08.947701",45.05,"Exited at Specified Time"
"Monday Wednesday 2/7 Double Calendar [30% PT]","2025-11-17","15:30:34.3950001",6655.05,"1 Nov 19 6550 P STO 13.39 | 1 Nov 19 6755 C STO 7.50 | 1 Nov 24 6550 P BTO 38.60 | 1 Nov 24 6755 C BTO 30.09",-47.8,1,825.3300000000002,6622.82,"2025-11-19","09:32:10.42828",56.15,"Below Short/Long Ratio"
"Monday 2/4 Double Calendar [MGMT]","2025-11-17","15:05:29.4749489",6643.1,"1 Nov 19 6535 P STO 13.79 | 1 Nov 19 6730 C STO 12.29 | 1 Nov 21 6535 P BTO 32.39 | 1 Nov 21 6730 C BTO 31.69",-38,1,296.0699999999997,6613.27,"2025-11-19","14:45:59.3151593",41.05,"Exited at Specified Time"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-17","14:45:09.3042169",6661.79,"1 Nov 17 6690 C STO 2.02",2.02,1,200.825,6672.41,"2025-11-17","16:15:02.1931507",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-17","14:45:09.3042169",6661.79,"1 Nov 17 6735 C BTO 0.12",-0.12,1,-13.175,6672.41,"2025-11-17","16:15:02.1921816",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-17","14:30:10.7168689",6674.78,"1 Nov 17 6705 C STO 1.92",1.92,1,190.825,6672.41,"2025-11-17","16:15:02.1526385",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-17","14:30:10.7168689",6674.78,"1 Nov 17 6750 C BTO 0.12",-0.12,1,-13.175,6672.41,"2025-11-17","16:15:02.2068644",0,"Expired"
"Bearish 1H Credit ORB [20W / EMA / VIX UP]","2025-11-17","14:00:12.3352515",6682.54,"1 Nov 17 6720 C STO 1.90 | 1 Nov 17 6740 C BTO 0.55",1.35,1,132.65,6672.41,"2025-11-17","16:15:01.9400013",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-17","13:00:09.5340519",6709.15,"1 Nov 17 6745 C STO 1.77",1.77,1,175.825,6672.41,"2025-11-17","16:15:02.1892236",0,"Expired"
"METF CALL Spreads (13:00,14:30,14:45) [1.9P / 110% SL]","2025-11-17","13:00:09.5340519",6709.15,"1 Nov 17 6790 C BTO 0.12",-0.12,1,-13.175,6672.41,"2025-11-17","16:15:02.1986108",0,"Expired"
